Screening for diabetic retinopathy: new perspectives and challenges,https://www.sciencedirect.com/science/article/pii/S2213858719304115,"S Vujosevic, SJ Aldington, P Silva, C Hernández… - The Lancet Diabetes & …, 2020 - Elsevier"
"Artificial intelligence-enabled screening for diabetic retinopathy: a real-world, multicenter and prospective study",https://drc.bmj.com/content/8/1/e001596.abstract,"Y Zhang, J Shi, Y Peng, Z Zhao, Q Zheng… - BMJ Open Diabetes …, 2020 - drc.bmj.com"
Diabetic retinopathy screening using artificial intelligence and handheld smartphone-based retinal camera,https://journals.sagepub.com/doi/abs/10.1177/1932296820985567,"FK Malerbi, RE Andrade, PH Morales… - Journal of Diabetes …, 2022 - journals.sagepub.com"
The impact of artificial intelligence in screening for diabetic retinopathy in India,https://www.nature.com/articles/s41433-019-0626-5,"R Rajalakshmi - Eye, 2020 - nature.com"
"The SEE study: safety, efficacy, and equity of implementing autonomous artificial intelligence for diagnosing diabetic retinopathy in youth",https://diabetesjournals.org/care/article-abstract/44/3/781/138584,"RM Wolf, TYA Liu, C Thomas, L Prichett… - Diabetes …, 2021 - Am Diabetes Assoc"
Diabetic retinopathy screening in the emerging era of artificial intelligence,https://link.springer.com/article/10.1007/s00125-022-05727-0,"J Grauslund - Diabetologia, 2022 - Springer"
Automated diabetic retinopathy detection with two different retinal imaging devices using artificial intelligence: a comparison study,https://link.springer.com/article/10.1007/s00417-020-04853-y,"V Sarao, D Veritti, P Lanzetta - Graefe's Archive for Clinical and …, 2020 - Springer"
Diagnosis of diabetic retinopathy using machine learning techniques,https://core.ac.uk/download/pdf/25558366.pdf,"R Priya, P Aruna - ICTACT Journal on soft computing, 2013 - core.ac.uk"
Pivotal trial of an autonomous AI-based diagnostic system for detection of diabetic retinopathy in primary care offices,https://www.nature.com/articles/s41746-018-0040-6,"MD Abràmoff, PT Lavin, M Birch, N Shah… - NPJ digital medicine, 2018 - nature.com"
Coarse-to-fine classification for diabetic retinopathy grading using convolutional neural network,https://www.sciencedirect.com/science/article/pii/S0933365720301354,"Z Wu, G Shi, Y Chen, F Shi, X Chen, G Coatrieux… - Artificial Intelligence in …, 2020 - Elsevier"
Automated detection and diagnosis of diabetic retinopathy: A comprehensive survey,https://www.mdpi.com/2313-433X/7/9/165,"V Lakshminarayanan, H Kheradfallah, A Sarkar… - Journal of …, 2021 - mdpi.com"
Using artificial intelligence reading label system in diabetic retinopathy grading training of junior ophthalmology residents and medical students,https://bmcmededuc.biomedcentral.com/articles/10.1186/s12909-022-03272-3,"R Han, W Yu, H Chen, Y Chen - BMC Medical …, 2022 - bmcmededuc.biomedcentral.com"
Use in clinical practice of an automated screening method of diabetic retinopathy that can be derived using a diagnostic artificial intelligence system,https://www.sciencedirect.com/science/article/pii/S2173579420302541,"C Peris-Martínez, A Shaha, W Clarida, R Amelon… - Archivos de la Sociedad …, 2021 - Elsevier"
Developments in the detection of diabetic retinopathy: a state-of-the-art review of computer-aided diagnosis and machine learning methods,https://link.springer.com/article/10.1007/s10462-022-10185-6,"G Selvachandran, SG Quek, R Paramesran… - Artificial intelligence …, 2022 - Springer"
"Cost-effectiveness of Artificial Intelligence as a Decision-Support System Applied to the Detection and Grading of Melanoma, Dental Caries, and Diabetic Retinopathy",https://jamanetwork.com/journals/jamanetworkopen/article-abstract/2790106,"JG Rossi, N Rojas-Perilla, J Krois… - JAMA network …, 2022 - jamanetwork.com"
Screening for diabetic retinopathy—is the use of artificial intelligence and cost-effective fundus imaging the answer?,https://link.springer.com/article/10.1007/s13410-019-00729-y,"AR Sosale - International Journal of Diabetes in Developing …, 2019 - Springer"
Cross-Camera External Validation for Artificial Intelligence Software in Diagnosis of Diabetic Retinopathy,https://www.hindawi.com/journals/jdr/2022/5779276/,"MJ Tsai, YT Hsieh, CH Tsai, M Chen… - Journal of Diabetes …, 2022 - hindawi.com"
Real-world﻿ artificial intelligence-based opportunistic screening for diabetic retinopathy in endocrinology and indigenous healthcare settings in Australia,https://www.nature.com/articles/s41598-021-94178-5,"J Scheetz, D Koca, M McGuinness, E Holloway… - Scientific Reports, 2021 - nature.com"
An enhanced diabetic retinopathy detection and classification approach using deep convolutional neural network,https://link.springer.com/article/10.1007/s00521-018-03974-0,"DJ Hemanth, O Deperlioglu, U Kose - Neural Computing and Applications, 2020 - Springer"
Artificial Intelligence Algorithms in Diabetic Retinopathy Screening,https://link.springer.com/article/10.1007/s11892-022-01467-y,"S Zafar, H Mahjoub, N Mehta, A Domalpally… - Current Diabetes …, 2022 - Springer"
Artificial intelligence for the detection of diabetic retinopathy in primary care: protocol for algorithm development,https://www.researchprotocols.org/2019/2/e12539/,"J Vidal-Alaball, DR Fibla, MA Zapata… - JMIR research …, 2019 - researchprotocols.org"
Severity classification of diabetic retinopathy using an ensemble learning algorithm through analyzing retinal images,https://www.mdpi.com/2073-8994/13/4/670,"N Sikder, M Masud, AK Bairagi, ASM Arif, AA Nahid… - Symmetry, 2021 - mdpi.com"
Pivotal evaluation of an artificial intelligence system for autonomous detection of referrable and vision-threatening diabetic retinopathy,https://jamanetwork.com/journals/jamanetworkopen/article-abstract/2786132,"E Ipp, D Liljenquist, B Bode, VN Shah… - JAMA network …, 2021 - jamanetwork.com"
The utility of smartphone-based artificial intelligence approaches for diabetic retinopathy: A literature review and meta-analysis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8579798/,"A Sheikh, A Bhatti, O Adeyemi, M Raja… - Journal of Current …, 2021 - ncbi.nlm.nih.gov"
Artificial intelligence in diabetic retinopathy: Insights from a meta-analysis of deep learning,https://ebooks.iospress.nl/volumearticle/52297,"TN Poly, M Islam, HC Yang, PA Nguyen… - … 2019: Health and …, 2019 - ebooks.iospress.nl"
Diabetic retinopathy related lesions detection and classification using machine learning technology,https://link.springer.com/chapter/10.1007/978-3-319-39384-1_65,"R Saha, AR Chowdhury, S Banerjee - … Conference on Artificial Intelligence …, 2016 - Springer"
Validation of Deep Convolutional Neural Network-based algorithm for detection of diabetic retinopathy–Artificial intelligence versus clinician for screening,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7003578/,"P Shah, DK Mishra, MP Shanmugam… - Indian journal of …, 2020 - ncbi.nlm.nih.gov"
A Transfer Learning Approach for Diabetic Retinopathy and Diabetic Macular Edema Severity Grading.,https://www.academia.edu/download/90578046/35.06_08.pdf,"N Nasir, N Afreen, R Patel, S Kaur… - Rev. d'Intelligence Artif …, 2021 - academia.edu"
A convolutional neural network model using weighted loss function to detect diabetic retinopathy,https://dl.acm.org/doi/abs/10.1145/3470976,"M Masud, MF Alhamid, Y Zhang - ACM Transactions on Multimedia …, 2022 - dl.acm.org"
Artificial intelligence in retina,https://www.sciencedirect.com/science/article/pii/S1350946218300119,"U Schmidt-Erfurth, A Sadeghipour, BS Gerendas… - … retinal and eye research, 2018 - Elsevier"
Advances in retinal imaging and applications in diabetic retinopathy screening: a review,https://link.springer.com/article/10.1007/s40123-018-0153-7,"BJ Fenner, RLM Wong, WC Lam, GSW Tan… - Ophthalmology and …, 2018 - Springer"
Classification of diabetic retinopathy using unlabeled data and knowledge distillation,https://www.sciencedirect.com/science/article/pii/S093336572100169X,"S Abbasi, M Hajabdollahi, P Khadivi, N Karimi… - Artificial Intelligence in …, 2021 - Elsevier"
A deep learning model for identifying diabetic retinopathy using optical coherence tomography angiography,https://www.nature.com/articles/s41598-021-02479-6,"G Ryu, K Lee, D Park, SH Park, M Sagong - Scientific reports, 2021 - nature.com"
"Artificial intelligence for diabetic retinopathy screening, prediction and management",https://journals.lww.com/co-ophthalmology/Fulltext/2020/09000/Artificial_intelligence_for_diabetic_retinopathy.9.aspx?context=LatestArticles,"DV Gunasekeran, DSW Ting, GSW Tan… - Current opinion in …, 2020 - journals.lww.com"
Fundus photograph-based deep learning algorithms in detecting diabetic retinopathy,https://www.nature.com/articles/s41433-018-0269-y,"R Raman, S Srinivasan, S Virmani, S Sivaprasad… - Eye, 2019 - nature.com"
Analysis and comparison of two artificial intelligence diabetic retinopathy screening algorithms in a pilot study: IDx-DR and RetinaLyze,https://www.mdpi.com/2077-0383/10/11/2352,"A Grzybowski, P Brona - Journal of Clinical Medicine, 2021 - mdpi.com"
Image processing and machine learning techniques for diabetic retinopathy detection: a review,https://link.springer.com/chapter/10.1007/978-3-030-50402-1_9,"SS Rahim, V Palade, A Holzinger - … Intelligence and Machine Learning for …, 2020 - Springer"
Artificial intelligence and deep learning in ophthalmology,https://bjo.bmj.com/content/103/2/167.abstract,"DSW Ting, LR Pasquale, L Peng… - British Journal of …, 2019 - bjo.bmj.com"
An evaluation system of fundus photograph-based intelligent diagnostic technology for diabetic retinopathy and applicability for research,https://link.springer.com/article/10.1007/s13300-019-0652-0,"WH Yang, B Zheng, MN Wu, SJ Zhu, FQ Fei, M Weng… - Diabetes Therapy, 2019 - Springer"
Recent development on detection methods for the diagnosis of diabetic retinopathy,https://www.mdpi.com/473708,"I Qureshi, J Ma, Q Abbas - Symmetry, 2019 - mdpi.com"
Lesion-attention pyramid network for diabetic retinopathy grading,https://www.sciencedirect.com/science/article/pii/S0933365722000240,"X Li, Y Jiang, J Zhang, M Li, H Luo, S Yin - Artificial Intelligence in Medicine, 2022 - Elsevier"
… of artificial intelligence-based dual-modality analysis combining fundus photography and optical coherence tomography in diabetic retinopathy screening in a …,https://biomedical-engineering-online.biomedcentral.com/articles/10.1186/s12938-022-01018-2,"R Liu, Q Li, F Xu, S Wang, J He… - BioMedical …, 2022 - biomedical-engineering-online …"
Machine Learning-based Diabetic Retinopathy Early Detection and Classification Systems-A Survey,https://ieeexplore.ieee.org/abstract/document/9509920/,"DA Hasan, SRM Zeebaree… - 2021 1st Babylon …, 2021 - ieeexplore.ieee.org"
Automatic screening for diabetic retinopathy in interracial fundus images using artificial intelligence,https://www.sciencedirect.com/science/article/pii/S2666521220300247,"Y Katada, N Ozawa, K Masayoshi, Y Ofuji… - Intelligence-Based …, 2020 - Elsevier"
A survey on medical image analysis in diabetic retinopathy,https://www.sciencedirect.com/science/article/pii/S1361841520301067,"S Stolte, R Fang - Medical image analysis, 2020 - Elsevier"
Recognition of diabetic retinopathy basedon transfer learning,https://ieeexplore.ieee.org/abstract/document/8725801/,"Y Wu, Z Hu - 2019 IEEE 4th International Conference on Cloud …, 2019 - ieeexplore.ieee.org"
Great expectations and challenges of artificial intelligence in the screening of diabetic retinopathy,https://www.nature.com/articles/s41433-019-0629-2,"M Zhao, Y Jiang - Eye, 2020 - nature.com"
Image based early detection of diabetic retinopathy: A systematic review on Artificial Intelligence (AI) based recent trends and approaches,https://content.iospress.com/articles/journal-of-intelligent-and-fuzzy-systems/ifs220772,"A Mishra, L Singh, M Pandey… - Journal of Intelligent & …, 2022 - content.iospress.com"
Employing image processing techniques and artificial intelligence for automated eye diagnosis using digital eye fundus images,https://www.scientific.net/JBBBE.39.40,"AM Alqudah, H Alquraan, IA Qasmieh… - Journal of …, 2018 - Trans Tech Publ"
Aiding the diagnosis of diabetic and hypertensive retinopathy using artificial intelligence-based semantic segmentation,https://www.mdpi.com/532798,"M Arsalan, M Owais, T Mahmood, SW Cho… - Journal of clinical …, 2019 - mdpi.com"
Different fundus imaging modalities and technical factors in AI screening for diabetic retinopathy: a review,https://link.springer.com/article/10.1186/s40662-020-00182-7,"G Lim, V Bellemo, Y Xie, XQ Lee, MYT Yip, DSW Ting - Eye and Vision, 2020 - Springer"
Evaluating artificial intelligence applications in clinical settings,https://jamanetwork.com/journals/jamanetworkopen/article-abstract/2703939,"EO Nsoesie - JAMA Network Open, 2018 - jamanetwork.com"
Design an early detection and classification for diabetic retinopathy by deep feature extraction based convolution neural network,https://www.researchgate.net/profile/Rajesh-Sharma-Rajendran/publication/352963574_Design_an_Early_Detection_and_Classification_for_Diabetic_Retinopathy_by_Deep_Feature_Extraction_based_Convolution_Neural_Network/links/60e544c3a6fdcc3486418d54/Design-an-Early-Detection-and-Classification-for-Diabetic-Retinopathy-by-Deep-Feature-Extraction-based-Convolution-Neural-Network.pdf,"A Sungheetha, R Sharma - … of Trends in Computer Science and …, 2021 - researchgate.net"
Application Research of Artificial Intelligence Screening System for Diabetic Retinopathy,https://www.hindawi.com/journals/jhe/2022/2185547/,"Y Wang, L Wang, H Zhou, Y Liao, Q Yi - Journal of Healthcare …, 2022 - hindawi.com"
Automated diagnosis and grading of diabetic retinopathy using optical coherence tomography,https://iovs.arvojournals.org/article.aspx?articleid=2686405,"HS Sandhu, A Eltanboly, A Shalaby… - … & visual science, 2018 - iovs.arvojournals.org"
"Artificial intelligence in screening, diagnosis, and classification of diabetic macular edema: A systematic review",https://www.sciencedirect.com/science/article/pii/S0039625722001151,"MH Shahriari, H Sabbaghi, F Asadi, A Hosseini… - Survey of …, 2022 - Elsevier"
Automated diabetic retinopathy detection using optical coherence tomography angiography: a pilot study,https://bjo.bmj.com/content/102/11/1564.abstract,"HS Sandhu, N Eladawi, M Elmogy, R Keynton… - British Journal of …, 2018 - bjo.bmj.com"
51-OR: Medios—A Smartphone-Based Artificial Intelligence Algorithm in Screening for Diabetic Retinopathy,https://diabetesjournals.org/diabetes/article/68/Supplement_1/51-OR/60668,"B Sosale, AR Sosale, H Murthy, S Narayana… - Diabetes, 2019 - Am Diabetes Assoc"
Effective blood vessels reconstruction methodology for early detection and classification of diabetic retinopathy using OCTA images by artificial neural network,https://www.sciencedirect.com/science/article/pii/S2352914820303981,"MM Abdelsalam - Informatics in Medicine Unlocked, 2020 - Elsevier"
Discovery radiomics with CLEAR-DR: interpretable computer aided diagnosis of diabetic retinopathy,https://ieeexplore.ieee.org/abstract/document/8620505/,"D Kumar, GW Taylor, A Wong - IEEE Access, 2019 - ieeexplore.ieee.org"
Computer-assisted diagnosis for diabetic retinopathy based on fundus images using deep convolutional neural network,https://www.hindawi.com/journals/misy/2019/6142839/,"YH Li, NN Yeh, SJ Chen, YC Chung - Mobile Information Systems, 2019 - hindawi.com"
An ensemble based machine learning model for diabetic retinopathy classification,https://ieeexplore.ieee.org/abstract/document/9077904/,"GT Reddy, S Bhattacharya… - … on emerging trends …, 2020 - ieeexplore.ieee.org"
A machine learning ensemble classifier for early prediction of diabetic retinopathy,https://link.springer.com/article/10.1007/s10916-017-0853-x,"S SK - Journal of Medical Systems, 2017 - Springer"
"Multicenter, head-to-head, real-world validation study of seven automated artificial intelligence diabetic retinopathy screening systems",https://diabetesjournals.org/care/article-abstract/44/5/1168/138752,"AY Lee, RT Yanagihara, CS Lee, M Blazes… - Diabetes …, 2021 - Am Diabetes Assoc"
Diagnosis and analysis of diabetic retinopathy based on electronic health records,https://ieeexplore.ieee.org/abstract/document/8721113/,"Y Sun, D Zhang - Ieee Access, 2019 - ieeexplore.ieee.org"
Precise higher-order reflectivity and morphology models for early diagnosis of diabetic retinopathy using OCT images,https://www.nature.com/articles/s41598-021-83735-7,"A Sharafeldeen, M Elsharkawy, F Khalifa, A Soliman… - Scientific Reports, 2021 - nature.com"
Performance and limitation of machine learning algorithms for diabetic retinopathy screening: meta-analysis,https://www.jmir.org/2021/7/e23863/,"JH Wu, TYA Liu, WT Hsu, JHC Ho, CC Lee - Journal of medical Internet …, 2021 - jmir.org"
Learning ensemble classifiers for diabetic retinopathy assessment,https://www.sciencedirect.com/science/article/pii/S0933365717300593,"E Saleh, J Błaszczyński, A Moreno, A Valls… - Artificial intelligence in …, 2018 - Elsevier"
Artificial intelligence in medicine: where are we now?,https://www.sciencedirect.com/science/article/pii/S1076633219304581,"S Kulkarni, N Seneviratne, MS Baig, AHA Khan - Academic radiology, 2020 - Elsevier"
Diabetic retinopathy detection through deep learning techniques: A review,https://www.sciencedirect.com/science/article/pii/S2352914820302069,"WL Alyoubi, WM Shalash, MF Abulkhair - Informatics in Medicine Unlocked, 2020 - Elsevier"
AI-Based Automatic Detection and Classification of Diabetic Retinopathy Using U-Net and Deep Learning,https://www.mdpi.com/2073-8994/14/7/1427,"A Bilal, L Zhu, A Deng, H Lu, N Wu - Symmetry, 2022 - mdpi.com"
Integration of Artificial Intelligence for a low-cost diagnosis of Diabetic Retinopathy,https://ieeexplore.ieee.org/abstract/document/9676109/,"MS Ahmed, T Mithun, R Nagaraju… - 2021 5th …, 2021 - ieeexplore.ieee.org"
Using artificial intelligence for diabetic retinopathy screening: Policy implications,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8725146/,"R Raman, D Dasgupta, K Ramasamy… - Indian Journal of …, 2021 - ncbi.nlm.nih.gov"
A survey on automatic diabetic retinopathy screening,https://link.springer.com/article/10.1007/s42979-021-00833-z,"P Nage, S Shitole - SN Computer Science, 2021 - Springer"
Diabetic retinopathy diagnosis from retinal images using modified hopfield neural network,https://link.springer.com/article/10.1007/s10916-018-1111-6,"DJ Hemanth, J Anitha, LH Son, M Mittal - Journal of medical systems, 2018 - Springer"
Threshold segmentation based multi-layer analysis for detecting diabetic retinopathy using convolution neural network,https://link.springer.com/article/10.1007/s12652-021-02923-5,"A Shanthini, G Manogaran, G Vadivu… - … of Ambient Intelligence …, 2021 - Springer"
Strategies to tackle the global burden of diabetic retinopathy: from epidemiology to artificial intelligence,https://www.karger.com/Article/Abstract/502387,"TY Wong, C Sabanayagam - Ophthalmologica, 2020 - karger.com"
"The value of automated diabetic retinopathy screening with the EyeArt system: a study of more than 100,000 consecutive encounters from people with diabetes",https://www.liebertpub.com/doi/abs/10.1089/dia.2019.0164,"M Bhaskaranand, C Ramachandra, S Bhat… - Diabetes technology …, 2019 - liebertpub.com"
A data-driven approach to referable diabetic retinopathy detection,https://www.sciencedirect.com/science/article/pii/S0933365718306353,"R Pires, S Avila, J Wainer, E Valle, MD Abramoff… - Artificial intelligence in …, 2019 - Elsevier"
Diabetic retinopathy techniques in retinal images: A review,https://www.sciencedirect.com/science/article/pii/S0933365718300630,"N Salamat, MMS Missen, A Rashid - Artificial intelligence in medicine, 2019 - Elsevier"
A preliminary study of a deep learning-assisted diagnostic system with an artificial intelligence for detection of diabetic retinopathy,https://pesquisa.bvsalud.org/portal/resource/pt/wpr-695249,"M Weng, B Zheng, MN WU, S Zhu… - International Eye …, 2018 - pesquisa.bvsalud.org"
Gabor filter and machine learning based diabetic retinopathy analysis and detection,https://www.sciencedirect.com/science/article/pii/S0141933120305123,"T Vijayan, M Sangeetha, A Kumaravel… - Microprocessors and …, 2020 - Elsevier"
Deep learning for diabetic retinopathy detection and classification based on fundus images: A review,https://www.sciencedirect.com/science/article/pii/S0010482521003930,"N Tsiknakis, D Theodoropoulos, G Manikis… - Computers in Biology …, 2021 - Elsevier"
Deep learning techniques for diabetic retinopathy classification: A survey,https://ieeexplore.ieee.org/abstract/document/9729867/,"MZ Atwany, AH Sahyoun, M Yaqub - IEEE Access, 2022 - ieeexplore.ieee.org"
"Automated diagnosis of diabetic retinopathy using clinical biomarkers, optical coherence tomography, and optical coherence tomography angiography",https://www.sciencedirect.com/science/article/pii/S0002939420300234,"HS Sandhu, M Elmogy, AT Sharafeldeen… - American journal of …, 2020 - Elsevier"
Diabetic retinopathy classification using a modified xception architecture,https://ieeexplore.ieee.org/abstract/document/9001846/,"SH Kassani, PH Kassani… - … symposium on signal …, 2019 - ieeexplore.ieee.org"
An ophthalmologist's guide to deciphering studies in artificial intelligence,https://www.aaojournal.org/article/S0161-6420(19)32081-0/abstract,"DSW Ting, AY Lee, TY Wong - Ophthalmology, 2019 - aaojournal.org"
A new handheld fundus camera combined with visual artificial intelligence facilitates diabetic retinopathy screening,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8995718/,"S Ruan, Y Liu, WT Hu, HX Jia, SS Wang… - International Journal …, 2022 - ncbi.nlm.nih.gov"
Convolutional Neural Network for Classification of Diabetic Retinopathy Grade,https://link.springer.com/chapter/10.1007/978-3-030-60884-2_8,"V Alcalá-Rmz, V Maeda-Gutiérrez… - … on Artificial Intelligence, 2020 - Springer"
Referable diabetic retinopathy identification from eye fundus images with weighted path for convolutional neural network,https://www.sciencedirect.com/science/article/pii/S0933365718307747,"YP Liu, Z Li, C Xu, J Li, R Liang - Artificial intelligence in medicine, 2019 - Elsevier"
